URL,Category
https://travel.padi.com/liveaboard/thailand/mv-thai-sea/,liveaboards
https://travel.padi.com/liveaboard/indonesia/white-manta-2/,liveaboards
https://travel.padi.com/liveaboard/indonesia/my-emperor-harmoni/,liveaboards
https://travel.padi.com/liveaboard/egypt/my-sea-dragon/,liveaboards
https://travel.padi.com/liveaboard/egypt/high-wave/,liveaboards
https://travel.padi.com/liveaboard/indonesia/the-seven-seas/,liveaboards
https://travel.padi.com/liveaboard/egypt/hammerhead-ii/,liveaboards
https://travel.padi.com/liveaboard/maldives/maldives-master/,liveaboards
https://travel.padi.com/liveaboard/egypt/lighthouse-miracle-1/,liveaboards
https://travel.padi.com/liveaboard/indonesia/fenides-liveaboard/,liveaboards
https://travel.padi.com/liveaboard/bahamas/bahamas-aggressor-ii/,liveaboards
https://travel.padi.com/liveaboard/egypt/my-aphrodite/,liveaboards
https://travel.padi.com/liveaboard/egypt/red-sea-aggressor-v/,liveaboards
https://travel.padi.com/liveaboard/indonesia/tiger-blue/,liveaboards
https://travel.padi.com/liveaboard/indonesia/smy-ondina/,liveaboards
https://travel.padi.com/liveaboard/indonesia/msv-wisesa/,liveaboards
https://travel.padi.com/liveaboard/bahamas/phoenix/,liveaboards
https://travel.padi.com/liveaboard/thailand/krishna-1/,liveaboards
https://travel.padi.com/liveaboard/maldives/ecopro-mariana/,liveaboards
https://travel.padi.com/liveaboard/egypt/freedom-viii/,liveaboards
https://travel.padi.com/liveaboard/indonesia/panunee-yacht/,liveaboards
https://travel.padi.com/liveaboard/ecuador/my-yacht-solaris/,liveaboards
https://travel.padi.com/liveaboard/ecuador/mc-treasure-of-galapagos/,liveaboards
https://travel.padi.com/liveaboard/federated-states-of-micronesia/ss-thorfinn/,liveaboards
https://travel.padi.com/liveaboard/indonesia/mv-temukira/,liveaboards
https://travel.padi.com/liveaboard/philippines/my-gypsy/,liveaboards
https://travel.padi.com/liveaboard/egypt/my-dolce-vita/,liveaboards
https://travel.padi.com/liveaboard/australia/shore-thing-sail-ningaloo/,liveaboards
https://travel.padi.com/liveaboard/indonesia/mv-tarata/,liveaboards
https://travel.padi.com/liveaboard/indonesia/msy-queenesia/,liveaboards
https://travel.padi.com/liveaboard/ecuador/tip-top-ii-galapagos-naturalist-cruise-non-diving/,liveaboards
https://travel.padi.com/liveaboard/ecuador/tip-top-iv-galapagos-naturalist-cruise-non-diving/,liveaboards
https://travel.padi.com/liveaboard/ecuador/danubio-azul-galapagos/,liveaboards
https://travel.padi.com/liveaboard/indonesia/mola-mola-2/,liveaboards
https://travel.padi.com/liveaboard/mexico/quino-del-mar/,liveaboards
https://travel.padi.com/liveaboard/indonesia/indo-master/,liveaboards
https://travel.padi.com/liveaboard/seychelles/sy-sea-bird/,liveaboards
https://travel.padi.com/liveaboard/indonesia/klm-sunshine/,liveaboards
https://travel.padi.com/liveaboard/solomon-islands/solomons-master/,liveaboards
https://travel.padi.com/liveaboard/indonesia/neptune-one/,liveaboards
https://travel.padi.com/liveaboard/egypt/eriny/,liveaboards
https://travel.padi.com/liveaboard/norway/ms-sula/,liveaboards
https://travel.padi.com/liveaboard/cuba/jardines-aggressor-ii/,liveaboards
https://travel.padi.com/liveaboard/egypt/my-anemone/,liveaboards
https://travel.padi.com/liveaboard/oman/brown-dhow/,liveaboards
https://travel.padi.com/liveaboard/egypt/my-carlton/,liveaboards
https://travel.padi.com/liveaboard/seychelles/sy-sea-star/,liveaboards
https://travel.padi.com/liveaboard/thailand/aqua-thailand-liveaboard/,liveaboards
https://travel.padi.com/liveaboard/indonesia/anne-bonny-yacht/,liveaboards
https://travel.padi.com/liveaboard/djibouti/my-deli/,liveaboards
https://travel.padi.com/liveaboard/egypt/my-lady-m/,liveaboards
https://travel.padi.com/liveaboard/indonesia/msy-lamima/,liveaboards
https://travel.padi.com/liveaboard/ecuador/tip-top-v-galapagos-naturalist-cruise-non-diving/,liveaboards
https://travel.padi.com/liveaboard/egypt/my-diamante/,liveaboards
https://travel.padi.com/liveaboard/maldives/my-white-pearl-2/,liveaboards
https://travel.padi.com/liveaboard/egypt/vip-one/,liveaboards
https://travel.padi.com/liveaboard/sudan/don-questo/,liveaboards
https://travel.padi.com/liveaboard/egypt/explorer-ventures-grand-sea-explorer/,liveaboards
https://travel.padi.com/liveaboard/egypt/bella-3/,liveaboards
https://travel.padi.com/liveaboard/indonesia/alila-purnama/,liveaboards
https://travel.padi.com/liveaboard/mexico/mv-cassiopeia/,liveaboards
https://travel.padi.com/liveaboard/egypt/my-turquoise/,liveaboards
https://travel.padi.com/liveaboard/mexico/nautilus-belle-amie/,liveaboards
https://travel.padi.com/liveaboard/mexico/nautilus-under-sea/,liveaboards
https://travel.padi.com/liveaboard/palau/ocean-hunter-palau/,liveaboards
https://travel.padi.com/dive-resort/bonaire/buddy-dive-resort-buddy-dive/,resorts
